Car_id,Date,Gender,Annul_Income,Company,Model,Transmission,Color,Price,Body_Style,Dealer_Region
C_CND_004147,2022-07-24,Male,13500,Mitsubishi,3000Gt,Manual,Black,18000,Sedan,Pasco
C_CND_004148,2022-07-24,Male,13500,Mercedes-B,E-Class,Auto,Pale White,31000,Sedan,Janesville
C_CND_004149,2022-07-24,Female,13500,Acura,Rl,Manual,Pale White,17000,Suv,Scottsdale
C_CND_004150,2022-07-24,Female,256000,Volkswagen,Jetta,Auto,Red,16000,Passenger,Austin
C_CND_004151,2022-07-25,Male,442000,Buick,Park Avenue,Auto,Pale White,62000,Hatchback,Pasco
C_CND_004152,2022-07-25,Male,13500,Ford,Contour,Auto,Red,19000,Sedan,Janesville
C_CND_004153,2022-07-25,Male,1193000,Plymouth,Voyager,Manual,Red,12300,Passenger,Scottsdale
C_CND_004154,2022-07-25,Male,416000,Toyota,Tacoma,Auto,Pale White,53000,Suv,Austin
C_CND_004155,2022-07-25,Male,820000,Bmw,328I,Manual,Red,21001,Sedan,Middletown
C_CND_004156,2022-07-25,Male,474000,Chevrolet,Metro,Auto,Black,31000,Passenger,Aurora
C_CND_004157,2022-07-25,Male,981000,Volvo,S70,Manual,Red,21000,Suv,Greenville
C_CND_004158,2022-07-25,Male,1690000,Dodge,Intrepid,Manual,Black,11000,Sedan,Pasco
C_CND_004159,2022-07-25,Male,955000,Subaru,Forester,Manual,Red,17000,Hardtop,Greenville
C_CND_004160,2022-07-25,Male,590500,Cadillac,Escalade,Auto,Pale White,38500,Sedan,Aurora
C_CND_004161,2022-07-25,Male,895000,Chrysler,300M,Auto,Red,16000,Suv,Greenville
C_CND_004162,2022-07-25,Male,13500,Oldsmobile,Aurora,Manual,Red,71000,Passenger,Pasco
C_CND_004163,2022-07-25,Female,444000,Saab,3-Sep,Auto,Black,26000,Sedan,Janesville
C_CND_004164,2022-07-25,Male,790000,Toyota,Land Cruiser,Auto,Black,21000,Suv,Scottsdale
C_CND_004165,2022-07-25,Female,635000,Subaru,Forester,Auto,Red,23000,Hardtop,Middletown
C_CND_004166,2022-07-25,Male,806000,Lexus,Ls400,Manual,Black,69000,Sedan,Janesville
C_CND_004167,2022-07-25,Male,13500,Chrysler,300M,Auto,Pale White,22000,Suv,Janesville
C_CND_004168,2022-07-25,Male,13500,Volkswagen,Passat,Manual,Pale White,27000,Hatchback,Scottsdale
C_CND_004169,2022-07-25,Male,13500,Volkswagen,Passat,Auto,Red,13000,Hatchback,Austin
C_CND_004170,2022-07-25,Male,1470000,Cadillac,Eldorado,Auto,Pale White,17000,Passenger,Janesville
C_CND_004171,2022-07-25,Female,670000,Lexus,Es300,Auto,Pale White,27000,Hatchback,Austin
C_CND_004172,2022-07-25,Male,1012000,Volvo,S40,Manual,Black,36200,Sedan,Janesville
C_CND_004173,2022-07-25,Male,599000,Lincoln,Navigator,Auto,Black,19000,Sedan,Scottsdale
C_CND_004174,2022-07-25,Female,905000,Nissan,Frontier,Auto,Pale White,18000,Hatchback,Austin
C_CND_004175,2022-07-25,Female,13500,Dodge,Viper,Auto,Red,31000,Suv,Aurora
C_CND_004176,2022-07-25,Male,622000,Nissan,Pathfinder,Auto,Red,21001,Hardtop,Middletown
C_CND_004177,2022-07-25,Female,830000,Volvo,S40,Manual,Black,36000,Sedan,Pasco
C_CND_004178,2022-07-25,Male,902000,Ford,F-Series,Manual,Red,13000,Passenger,Janesville
C_CND_004179,2022-07-25,Male,13500,Acura,Tl,Auto,Black,28000,Hatchback,Scottsdale
C_CND_004180,2022-07-25,Male,13500,Mercedes-B,M-Class,Manual,Red,25001,Hardtop,Aurora
C_CND_004181,2022-07-25,Male,655000,Chrysler,Concorde,Auto,Pale White,42001,Hardtop,Greenville
C_CND_004182,2022-07-25,Male,550000,Chevrolet,Malibu,Manual,Pale White,41001,Hardtop,Aurora
C_CND_004183,2022-07-25,Female,13500,Chevrolet,Prizm,Manual,Red,22000,Hatchback,Middletown
C_CND_004184,2022-07-25,Male,13500,Dodge,Ram Wagon,Auto,Black,22000,Passenger,Aurora
C_CND_004185,2022-07-25,Female,13500,Nissan,Frontier,Manual,Black,53000,Hatchback,Greenville
C_CND_004186,2022-07-25,Female,2005000,Volvo,S40,Manual,Red,22500,Sedan,Pasco
C_CND_004187,2022-07-25,Female,928000,Honda,Civic,Auto,Pale White,25000,Hatchback,Janesville
C_CND_004188,2022-07-25,Male,586500,Oldsmobile,Bravada,Auto,Black,26500,Hatchback,Scottsdale
C_CND_004189,2022-07-25,Male,451000,Ford,F-Series,Manual,Black,38000,Passenger,Austin
C_CND_004190,2022-07-25,Female,1865000,Pontiac,Sunfire,Manual,Red,43500,Sedan,Janesville
C_CND_004191,2022-07-26,Male,13500,Nissan,Frontier,Manual,Pale White,20000,Hatchback,Janesville
C_CND_004192,2022-07-26,Male,540000,Ford,Mustang,Manual,Red,25000,Hatchback,Scottsdale
C_CND_004193,2022-07-26,Male,1080000,Bmw,323I,Auto,Red,19000,Hatchback,Austin
C_CND_004194,2022-07-26,Male,500000,Volkswagen,Jetta,Manual,Red,24001,Passenger,Middletown
C_CND_004195,2022-07-26,Female,497500,Hyundai,Accent,Manual,Black,18500,Hatchback,Aurora
C_CND_004196,2022-07-26,Male,13500,Oldsmobile,Silhouette,Manual,Red,19000,Sedan,Greenville
C_CND_004197,2022-07-26,Male,2100000,Oldsmobile,Cutlass,Auto,Red,41000,Sedan,Pasco
C_CND_004198,2022-07-26,Male,1740000,Mercedes-B,M-Class,Manual,Pale White,41000,Hardtop,Middletown
C_CND_004199,2022-07-26,Male,752500,Honda,Odyssey,Manual,Pale White,27500,Passenger,Austin
C_CND_004200,2022-07-26,Male,2118000,Mitsubishi,Eclipse,Manual,Pale White,12800,Hardtop,Aurora
C_CND_004201,2022-07-26,Male,715000,Chrysler,Sebring Coupe,Manual,Pale White,26000,Sedan,Aurora
C_CND_004202,2022-07-26,Male,780000,Chevrolet,Malibu,Auto,Red,21000,Hardtop,Janesville
C_CND_004203,2022-07-26,Male,1300000,Hyundai,Accent,Manual,Black,18000,Hatchback,Pasco
C_CND_004204,2022-07-26,Female,1767000,Cadillac,Eldorado,Auto,Red,31700,Passenger,Janesville
C_CND_004205,2022-07-26,Male,13500,Ford,Contour,Auto,Pale White,62000,Sedan,Middletown
C_CND_004206,2022-07-26,Male,1160500,Mercedes-B,S-Class,Auto,Black,39050,Suv,Aurora
C_CND_004207,2022-07-26,Male,650000,Ford,Ranger,Manual,Black,18000,Hatchback,Greenville
C_CND_004208,2022-07-26,Male,1170000,Chevrolet,Corvette,Auto,Pale White,46000,Suv,Pasco
C_CND_004209,2022-07-26,Male,1314000,Toyota,Rav4,Manual,Pale White,22401,Hatchback,Janesville
C_CND_004210,2022-07-26,Female,13500,Toyota,Tacoma,Manual,Red,82001,Hatchback,Austin
C_CND_004211,2022-07-26,Male,1030000,Plymouth,Prowler,Auto,Red,15001,Hatchback,Austin
C_CND_004212,2022-07-26,Female,13500,Lincoln,Town Car,Manual,Pale White,33000,Hatchback,Greenville
C_CND_004213,2022-07-26,Male,925000,Lexus,Es300,Auto,Pale White,27001,Hardtop,Austin
C_CND_004214,2022-07-26,Female,711000,Subaru,Outback,Auto,Red,57000,Suv,Janesville
C_CND_004215,2022-07-26,Male,2010000,Volvo,S40,Auto,Pale White,42000,Sedan,Scottsdale
C_CND_004216,2022-07-26,Male,525000,Mercury,Mystique,Auto,Black,9000,Passenger,Austin
C_CND_004217,2022-07-26,Male,485500,Acura,Rl,Manual,Red,34500,Suv,Middletown
C_CND_004218,2022-07-26,Female,465000,Pontiac,Bonneville,Auto,Red,19000,Hatchback,Aurora
C_CND_004219,2022-07-26,Female,1200000,Volkswagen,Passat,Auto,Red,13000,Hatchback,Scottsdale
C_CND_004220,2022-07-26,Male,1780000,Ford,F-Series,Manual,Red,13000,Passenger,Austin
C_CND_004221,2022-07-26,Male,790000,Bmw,328I,Auto,Black,16000,Sedan,Middletown
C_CND_004222,2022-07-26,Male,455000,Chevrolet,Monte Carlo,Auto,Red,20000,Hatchback,Aurora
C_CND_004223,2022-07-26,Male,410000,Chrysler,300M,Auto,Black,26000,Suv,Greenville
C_CND_004224,2022-07-26,Female,635000,Cadillac,Eldorado,Manual,Pale White,13000,Passenger,Pasco
C_CND_004225,2022-07-26,Male,775000,Plymouth,Voyager,Manual,Red,20000,Passenger,Janesville
C_CND_004226,2022-07-27,Male,1800000,Toyota,Corolla,Manual,Pale White,22000,Passenger,Janesville
C_CND_004227,2022-07-27,Male,13500,Toyota,Land Cruiser,Auto,Red,33000,Suv,Scottsdale
C_CND_004228,2022-07-27,Male,1225000,Toyota,Camry,Auto,Red,31501,Hatchback,Middletown
C_CND_004229,2022-07-27,Female,790000,Lexus,Ls400,Auto,Black,22000,Sedan,Greenville
C_CND_004230,2022-07-27,Male,690500,Saab,3-Sep,Auto,Black,26500,Sedan,Scottsdale
C_CND_004231,2022-07-30,Male,1255000,Bmw,528I,Manual,Pale White,14500,Suv,Scottsdale
C_CND_004232,2022-07-30,Male,1070000,Ford,Expedition,Auto,Black,41000,Suv,Austin
C_CND_004233,2022-07-30,Female,2200000,Chrysler,Concorde,Manual,Black,18000,Suv,Middletown
C_CND_004234,2022-07-30,Female,2290000,Saturn,Sc,Auto,Black,33000,Suv,Aurora
C_CND_004235,2022-07-30,Male,2570000,Volvo,S40,Manual,Red,22000,Sedan,Greenville
C_CND_004236,2022-07-30,Male,660000,Honda,Accord,Auto,Pale White,21000,Sedan,Austin
C_CND_004237,2022-07-30,Male,13500,Toyota,4Runner,Manual,Black,25000,Sedan,Middletown
C_CND_004238,2022-07-30,Male,936000,Volkswagen,Beetle,Auto,Red,45000,Hardtop,Austin
C_CND_004239,2022-07-30,Female,785000,Pontiac,Bonneville,Manual,Black,36000,Hatchback,Greenville
C_CND_004240,2022-07-30,Male,2425000,Mercedes-B,C-Class,Manual,Pale White,12500,Hatchback,Pasco
C_CND_004241,2022-07-30,Male,1450000,Buick,Park Avenue,Manual,Pale White,23000,Hatchback,Aurora
C_CND_004242,2022-07-30,Male,13500,Ford,Crown Victoria,Auto,Red,29000,Passenger,Greenville
C_CND_004243,2022-07-30,Male,1774500,Mercedes-B,C-Class,Manual,Pale White,17450,Hatchback,Pasco
C_CND_004244,2022-07-30,Male,13500,Honda,Passport,Manual,Pale White,27001,Hatchback,Janesville
C_CND_004245,2022-07-30,Male,525500,Dodge,Viper,Manual,Black,26501,Suv,Scottsdale
C_CND_004246,2022-07-30,Male,750000,Ford,Ranger,Manual,Black,18001,Hardtop,Austin
C_CND_004247,2022-07-30,Male,407000,Mercury,Villager,Manual,Pale White,14000,Passenger,Janesville
C_CND_004248,2022-07-30,Male,455000,Pontiac,Grand Am,Auto,Pale White,26000,Suv,Scottsdale
C_CND_004249,2022-07-30,Male,425000,Lexus,Ls400,Manual,Red,13000,Sedan,Austin
C_CND_004250,2022-07-30,Female,13500,Toyota,Tacoma,Manual,Red,82001,Hardtop,Aurora
C_CND_004251,2022-07-30,Male,520000,Plymouth,Prowler,Manual,Red,71000,Hatchback,Austin
C_CND_004252,2022-07-30,Female,590900,Chevrolet,Malibu,Manual,Pale White,41900,Hatchback,Middletown
C_CND_004253,2022-07-30,Female,13500,Buick,Lesabre,Manual,Black,20000,Sedan,Aurora
C_CND_004254,2022-07-30,Female,670000,Audi,A6,Manual,Pale White,24000,Suv,Greenville
C_CND_004255,2022-07-30,Male,13500,Honda,Cr-V,Auto,Black,31000,Suv,Pasco
C_CND_004256,2022-07-31,Male,2400000,Dodge,Durango,Manual,Red,31000,Suv,Pasco
C_CND_004257,2022-07-31,Male,2200000,Dodge,Ram Pickup,Manual,Black,19000,Suv,Janesville
C_CND_004258,2022-07-31,Male,3250000,Ford,Explorer,Auto,Pale White,18000,Hatchback,Scottsdale
C_CND_004259,2022-07-31,Male,806000,Cadillac,Deville,Auto,Red,69000,Suv,Austin
C_CND_004260,2022-07-31,Male,4000000,Subaru,Outback,Auto,Pale White,19000,Suv,Janesville
C_CND_004261,2022-07-31,Male,825000,Bmw,323I,Manual,Red,21000,Hatchback,Janesville
C_CND_004262,2022-07-31,Male,682000,Mercedes-B,C-Class,Manual,Pale White,17000,Hatchback,Scottsdale
C_CND_004263,2022-07-31,Male,1350000,Mitsubishi,Montero Sport,Manual,Pale White,12000,Hardtop,Pasco
C_CND_004264,2022-07-31,Male,2258000,Audi,A6,Auto,Black,14800,Suv,Aurora
C_CND_004265,2022-07-31,Male,13500,Oldsmobile,Cutlass,Auto,Red,41000,Sedan,Greenville
C_CND_004266,2022-07-31,Male,1960000,Nissan,Pathfinder,Auto,Red,21000,Hatchback,Austin
C_CND_004267,2022-07-31,Male,825000,Toyota,Corolla,Auto,Red,41000,Passenger,Middletown
C_CND_004268,2022-07-31,Male,1262000,Honda,Cr-V,Auto,Red,12200,Suv,Aurora
C_CND_004269,2022-07-31,Male,1110000,Toyota,Corolla,Manual,Pale White,22000,Passenger,Greenville
C_CND_004270,2022-07-31,Male,1410000,Nissan,Pathfinder,Auto,Red,21001,Hatchback,Pasco
C_CND_004271,2022-07-31,Male,469500,Dodge,Ram Wagon,Auto,Black,22500,Passenger,Aurora
C_CND_004272,2022-07-31,Female,950000,Mercedes-B,Cl500,Manual,Red,29000,Suv,Greenville
C_CND_004273,2022-07-31,Male,1150000,Honda,Accord,Auto,Pale White,19000,Sedan,Pasco
C_CND_004274,2022-07-31,Female,610000,Mercury,Grand Marquis,Manual,Red,71000,Suv,Janesville
C_CND_004275,2022-07-31,Female,577250,Buick,Park Avenue,Manual,Black,29250,Hatchback,Scottsdale
C_CND_004276,2022-07-31,Male,740000,Chrysler,Lhs,Auto,Pale White,20000,Hatchback,Janesville
C_CND_004277,2022-07-31,Male,680000,Saturn,Lw,Auto,Pale White,18000,Hatchback,Scottsdale
C_CND_004278,2022-07-31,Male,13500,Nissan,Frontier,Manual,Black,53000,Hatchback,Austin
C_CND_004279,2022-07-31,Male,790500,Mitsubishi,Eclipse,Auto,Black,27500,Hatchback,Middletown
C_CND_004280,2022-07-31,Male,695000,Dodge,Ram Pickup,Manual,Black,19000,Hatchback,Aurora
C_CND_004281,2022-08-01,Male,1215000,Chrysler,Sebring Coupe,Auto,Red,19500,Sedan,Scottsdale
C_CND_004282,2022-08-01,Male,2250000,Lexus,Lx470,Manual,Pale White,54000,Suv,Austin
C_CND_004283,2022-08-01,Male,1650000,Chevrolet,Corvette,Auto,Red,45000,Suv,Pasco
C_CND_004284,2022-08-01,Male,13500,Chevrolet,Impala,Manual,Red,22000,Hatchback,Janesville
C_CND_004285,2022-08-01,Male,1303500,Volkswagen,Beetle,Auto,Red,45350,Hatchback,Janesville
C_CND_004286,2022-08-01,Male,13500,Plymouth,Prowler,Manual,Red,71000,Hatchback,Scottsdale
C_CND_004287,2022-08-01,Female,275000,Mercury,Sable,Auto,Red,39000,Sedan,Austin
C_CND_004288,2022-08-01,Male,13500,Subaru,Outback,Auto,Pale White,19000,Suv,Middletown
C_CND_004289,2022-08-01,Male,805000,Jeep,Wrangler,Auto,Red,19000,Hatchback,Greenville
C_CND_004290,2022-08-01,Female,1156000,Volvo,S70,Auto,Pale White,32600,Hatchback,Pasco
C_CND_004291,2022-08-02,Female,450000,Chevrolet,Corvette,Manual,Pale White,22000,Suv,Middletown
C_CND_004292,2022-08-02,Female,1400000,Lincoln,Continental,Manual,Red,82000,Passenger,Aurora
C_CND_004293,2022-08-02,Male,13500,Ford,Escort,Manual,Black,11000,Passenger,Greenville
C_CND_004294,2022-08-02,Male,812000,Nissan,Pathfinder,Manual,Red,11000,Suv,Pasco
C_CND_004295,2022-08-02,Female,13500,Oldsmobile,Bravada,Manual,Black,36000,Hatchback,Janesville
C_CND_004296,2022-08-02,Female,4260000,Dodge,Ram Pickup,Manual,Pale White,16000,Suv,Scottsdale
C_CND_004297,2022-08-02,Male,1140000,Ford,Contour,Auto,Pale White,62000,Sedan,Austin
C_CND_004298,2022-08-02,Male,1250000,Volkswagen,Cabrio,Manual,Red,25000,Sedan,Scottsdale
C_CND_004299,2022-08-02,Male,520000,Dodge,Dakota,Manual,Red,12000,Sedan,Austin
C_CND_004300,2022-08-02,Female,555000,Chrysler,300M,Auto,Black,26000,Suv,Middletown
C_CND_004301,2022-08-02,Male,1218000,Ford,Explorer,Auto,Pale White,42800,Hatchback,Aurora
C_CND_004302,2022-08-02,Male,300000,Chevrolet,Malibu,Manual,Red,82000,Hardtop,Middletown
C_CND_004303,2022-08-02,Male,675000,Ford,Focus,Manual,Red,17000,Hardtop,Austin
C_CND_004304,2022-08-02,Male,1080000,Chevrolet,Prizm,Auto,Red,15001,Hardtop,Middletown
C_CND_004305,2022-08-02,Male,1115000,Saturn,Lw,Manual,Pale White,13500,Hatchback,Austin
C_CND_004306,2022-08-02,Male,1340000,Volkswagen,Gti,Manual,Black,25000,Suv,Middletown
C_CND_004307,2022-08-02,Male,13500,Plymouth,Neon,Manual,Pale White,22000,Suv,Aurora
C_CND_004308,2022-08-02,Male,13500,Jeep,Wrangler,Auto,Red,19000,Hatchback,Greenville
C_CND_004309,2022-08-02,Male,13500,Plymouth,Neon,Auto,Pale White,27000,Suv,Pasco
C_CND_004310,2022-08-02,Male,1200000,Lexus,Ls400,Auto,Pale White,18000,Sedan,Janesville
C_CND_004311,2022-08-02,Male,13500,Plymouth,Voyager,Manual,Black,75000,Passenger,Scottsdale
C_CND_004312,2022-08-02,Male,810000,Mercury,Cougar,Auto,Black,33000,Hatchback,Aurora
C_CND_004313,2022-08-02,Male,550500,Pontiac,Sunfire,Auto,Black,18500,Sedan,Greenville
C_CND_004314,2022-08-02,Male,535000,Volkswagen,Jetta,Manual,Red,24000,Passenger,Pasco
C_CND_004315,2022-08-02,Male,641000,Volvo,S40,Manual,Black,36000,Sedan,Janesville
C_CND_004316,2022-08-02,Female,503000,Chevrolet,Lumina,Manual,Black,10000,Passenger,Scottsdale
C_CND_004317,2022-08-02,Male,668000,Mercedes-B,Cl500,Manual,Red,29000,Suv,Austin
C_CND_004318,2022-08-02,Male,666000,Oldsmobile,Cutlass,Auto,Red,41000,Sedan,Janesville
C_CND_004319,2022-08-02,Male,1350000,Oldsmobile,Bravada,Manual,Black,36000,Hatchback,Janesville
C_CND_004320,2022-08-02,Female,13500,Acura,Rl,Manual,Pale White,17000,Suv,Scottsdale
C_CND_004321,2022-08-02,Female,710000,Plymouth,Voyager,Manual,Black,75000,Passenger,Austin
C_CND_004322,2022-08-02,Male,1010000,Audi,A6,Manual,Pale White,24000,Suv,Middletown
C_CND_004323,2022-08-02,Male,580000,Toyota,Sienna,Manual,Black,27000,Passenger,Aurora
C_CND_004324,2022-08-02,Male,653000,Mercedes-B,S-Class,Manual,Red,21000,Suv,Greenville
C_CND_004325,2022-08-02,Male,740000,Ford,Explorer,Auto,Pale White,18000,Hatchback,Pasco
C_CND_004326,2022-08-05,Male,2330000,Volkswagen,Beetle,Auto,Red,45000,Suv,Middletown
C_CND_004327,2022-08-05,Male,2800000,Volkswagen,Gti,Auto,Pale White,20000,Suv,Aurora
C_CND_004328,2022-08-05,Male,13500,Bmw,328I,Auto,Black,18000,Sedan,Greenville
C_CND_004329,2022-08-05,Female,13500,Plymouth,Prowler,Manual,Pale White,16000,Hatchback,Pasco
C_CND_004330,2022-08-05,Male,13500,Chrysler,Sebring Coupe,Auto,Red,19000,Sedan,Scottsdale
C_CND_004331,2022-08-05,Male,600000,Chevrolet,Monte Carlo,Manual,Pale White,26000,Hatchback,Austin
C_CND_004332,2022-08-05,Male,487000,Plymouth,Voyager,Manual,Red,20000,Passenger,Middletown
C_CND_004333,2022-08-05,Female,13500,Saab,5-Sep,Manual,Pale White,28000,Hatchback,Aurora
C_CND_004334,2022-08-05,Male,1570000,Plymouth,Prowler,Manual,Red,71000,Hatchback,Austin
C_CND_004335,2022-08-05,Male,1001000,Saturn,Sc,Manual,Red,61100,Hatchback,Middletown
C_CND_004336,2022-08-05,Female,665000,Mitsubishi,Diamante,Auto,Pale White,21000,Hatchback,Aurora
C_CND_004337,2022-08-05,Male,1330000,Mercedes-B,Slk,Auto,Red,19000,Passenger,Greenville
C_CND_004338,2022-08-05,Male,850000,Mitsubishi,Galant,Auto,Pale White,42000,Passenger,Scottsdale
C_CND_004339,2022-08-05,Female,13500,Ford,Crown Victoria,Manual,Pale White,20000,Passenger,Austin
C_CND_004340,2022-08-05,Male,1100000,Lincoln,Continental,Manual,Red,82000,Passenger,Middletown
C_CND_004341,2022-08-05,Male,850000,Mitsubishi,Diamante,Auto,Black,17000,Hatchback,Aurora
C_CND_004342,2022-08-05,Male,493000,Saturn,Ls,Auto,Pale White,45000,Sedan,Janesville
C_CND_004343,2022-08-05,Male,1240000,Dodge,Durango,Manual,Black,22000,Suv,Scottsdale
C_CND_004344,2022-08-05,Male,1010000,Mitsubishi,Diamante,Auto,Black,18000,Hatchback,Austin
C_CND_004345,2022-08-05,Male,1626000,Dodge,Avenger,Auto,Red,22600,Passenger,Middletown
C_CND_004346,2022-08-06,Male,605000,Dodge,Viper,Auto,Red,31000,Suv,Janesville
C_CND_004347,2022-08-06,Male,1255000,Dodge,Ram Pickup,Manual,Pale White,21500,Suv,Scottsdale
C_CND_004348,2022-08-06,Male,1850000,Volvo,S40,Manual,Black,36000,Sedan,Austin
C_CND_004349,2022-08-06,Male,13500,Ford,F-Series,Manual,Red,13000,Passenger,Middletown
C_CND_004350,2022-08-06,Male,13500,Acura,Tl,Auto,Black,28000,Hatchback,Aurora
C_CND_004351,2022-08-06,Male,572000,Honda,Civic,Manual,Black,43000,Hatchback,Greenville
C_CND_004352,2022-08-06,Male,650000,Bmw,528I,Manual,Red,25000,Suv,Pasco
C_CND_004353,2022-08-06,Female,731000,Oldsmobile,Silhouette,Auto,Red,12000,Sedan,Janesville
C_CND_004354,2022-08-06,Female,13500,Lexus,Ls400,Auto,Black,39000,Sedan,Scottsdale
C_CND_004355,2022-08-06,Male,793000,Cadillac,Eldorado,Auto,Black,60000,Passenger,Austin
C_CND_004356,2022-08-06,Male,290000,Chevrolet,Lumina,Manual,Red,12001,Passenger,Pasco
C_CND_004357,2022-08-06,Male,1570000,Toyota,Camry,Manual,Black,29000,Hatchback,Janesville
C_CND_004358,2022-08-06,Male,13500,Pontiac,Grand Prix,Auto,Pale White,42000,Passenger,Scottsdale
C_CND_004359,2022-08-06,Male,1916000,Jeep,Grand Cherokee,Manual,Black,19600,Suv,Austin
C_CND_004360,2022-08-06,Male,500000,Toyota,Celica,Manual,Pale White,14000,Suv,Janesville
C_CND_004361,2022-08-06,Male,965000,Plymouth,Neon,Auto,Pale White,27000,Suv,Greenville
C_CND_004362,2022-08-06,Male,2220000,Oldsmobile,Silhouette,Manual,Red,34000,Sedan,Pasco
C_CND_004363,2022-08-06,Male,13500,Mitsubishi,Diamante,Auto,Black,17000,Hatchback,Janesville
C_CND_004364,2022-08-06,Male,13500,Lincoln,Continental,Manual,Black,42000,Passenger,Scottsdale
C_CND_004365,2022-08-06,Female,730000,Mercedes-B,Slk230,Manual,Pale White,14000,Hatchback,Austin
C_CND_004366,2022-08-06,Male,13500,Cadillac,Escalade,Auto,Black,28000,Sedan,Aurora
C_CND_004367,2022-08-06,Male,13500,Chrysler,Sebring Coupe,Manual,Pale White,26000,Sedan,Greenville
C_CND_004368,2022-08-06,Male,550000,Cadillac,Catera,Auto,Red,28000,Hatchback,Pasco
C_CND_004369,2022-08-06,Female,1800000,Bmw,323I,Auto,Black,9000,Hatchback,Janesville
C_CND_004370,2022-08-06,Male,2000000,Volkswagen,Jetta,Auto,Red,19000,Passenger,Scottsdale
C_CND_004371,2022-08-07,Male,805000,Cadillac,Seville,Manual,Pale White,22000,Suv,Greenville
C_CND_004372,2022-08-07,Female,2000000,Porsche,Carrera Coupe,Auto,Red,22000,Suv,Pasco
C_CND_004373,2022-08-07,Female,13500,Mitsubishi,Montero Sport,Manual,Red,29000,Suv,Janesville
C_CND_004374,2022-08-07,Female,13500,Lincoln,Town Car,Manual,Pale White,33000,Hatchback,Scottsdale
C_CND_004375,2022-08-07,Male,700000,Ford,Focus,Manual,Red,24000,Suv,Austin
C_CND_004376,2022-08-07,Male,2130000,Subaru,Outback,Auto,Red,57000,Suv,Middletown
C_CND_004377,2022-08-07,Male,500000,Volvo,S40,Auto,Pale White,42000,Sedan,Aurora
C_CND_004378,2022-08-07,Male,2125000,Mercury,Mystique,Auto,Black,9500,Passenger,Greenville
C_CND_004379,2022-08-07,Female,13500,Toyota,Rav4,Auto,Pale White,27000,Hatchback,Janesville
C_CND_004380,2022-08-07,Male,13500,Mercury,Villager,Auto,Pale White,36000,Passenger,Scottsdale
C_CND_004381,2022-08-07,Male,2775000,Jaguar,S-Type,Manual,Pale White,20500,Passenger,Austin
C_CND_004382,2022-08-07,Male,1700000,Mercedes-B,Slk,Manual,Pale White,17000,Passenger,Middletown
C_CND_004383,2022-08-07,Male,13500,Mitsubishi,3000Gt,Auto,Black,39000,Sedan,Aurora
C_CND_004384,2022-08-07,Male,13500,Bmw,528I,Auto,Black,31000,Suv,Greenville
C_CND_004385,2022-08-07,Male,480000,Mitsubishi,Montero Sport,Auto,Red,39000,Hardtop,Middletown
C_CND_004386,2022-08-07,Male,13500,Chrysler,300M,Auto,Pale White,22000,Suv,Janesville
C_CND_004387,2022-08-07,Male,13500,Acura,Rl,Auto,Black,24000,Suv,Scottsdale
C_CND_004388,2022-08-07,Female,1775000,Audi,A8,Manual,Black,44500,Passenger,Austin
C_CND_004389,2022-08-07,Male,752000,Cadillac,Eldorado,Manual,Red,31000,Passenger,Middletown
C_CND_004390,2022-08-07,Female,670000,Mercedes-B,Slk,Auto,Pale White,46000,Passenger,Aurora
C_CND_004391,2022-08-07,Female,13500,Ford,F-Series,Manual,Black,22000,Passenger,Greenville
C_CND_004392,2022-08-07,Male,1507000,Chrysler,300M,Auto,Black,26700,Suv,Pasco
C_CND_004393,2022-08-07,Male,890000,Plymouth,Neon,Auto,Pale White,27000,Suv,Janesville
C_CND_004394,2022-08-07,Female,1000000,Chevrolet,Monte Carlo,Manual,Black,44000,Hatchback,Scottsdale
C_CND_004395,2022-08-07,Male,1365000,Mercedes-B,S-Class,Manual,Red,21500,Suv,Middletown
C_CND_004396,2022-08-07,Male,1210000,Oldsmobile,Intrigue,Auto,Black,18000,Suv,Aurora
C_CND_004397,2022-08-07,Male,13500,Chevrolet,Lumina,Manual,Black,10000,Passenger,Greenville
C_CND_004398,2022-08-07,Male,642000,Honda,Passport,Manual,Pale White,27001,Hardtop,Middletown
C_CND_004399,2022-08-07,Female,790500,Chrysler,Cirrus,Auto,Red,12500,Passenger,Janesville
C_CND_004400,2022-08-07,Male,1350000,Mercury,Sable,Auto,Red,39000,Sedan,Scottsdale
C_CND_004401,2022-08-07,Male,655000,Honda,Cr-V,Auto,Pale White,22000,Suv,Austin
C_CND_004402,2022-08-07,Male,575000,Nissan,Pathfinder,Auto,Red,21001,Hardtop,Greenville
C_CND_004403,2022-08-07,Male,13500,Dodge,Avenger,Auto,Red,22000,Passenger,Austin
C_CND_004404,2022-08-07,Male,751000,Honda,Passport,Manual,Black,22000,Hatchback,Janesville
C_CND_004405,2022-08-07,Male,682000,Chevrolet,Prizm,Auto,Pale White,42000,Hatchback,Austin
C_CND_004406,2022-08-07,Male,13500,Honda,Civic,Manual,Black,43000,Hatchback,Austin
C_CND_004407,2022-08-07,Male,355000,Honda,Cr-V,Auto,Pale White,22000,Suv,Middletown
C_CND_004408,2022-08-07,Male,1270000,Buick,Park Avenue,Manual,Red,45000,Hatchback,Aurora
C_CND_004409,2022-08-07,Male,975000,Cadillac,Escalade,Manual,Black,34000,Sedan,Greenville
